gene_id	gene_short_name	locus	FPKM	TPM	ln(TPM)
CV702_RS01305	-	NZ_CP024954.1:255087-255888	209.503	102.613597	4.630970448
CV702_RS11245	-	NZ_CP024954.1:2328355-2329822	209.987	102.850658	4.633278013
CV702_RS03985	-	NZ_CP024954.1:807284-808592	210.175	102.9427395	4.634172906
CV702_RS01750	-	NZ_CP024954.1:346040-346922	210.933	103.3140044	4.637772937
CV702_RS01770	-	NZ_CP024954.1:350464-351442	210.983	103.3384941	4.638009951
CV702_RS10385	-	NZ_CP024954.1:2160524-2161463	211.9	103.7876365	4.642346855
CV702_RS01505	-	NZ_CP024954.1:294013-294490	212.225	103.94682	4.643879422
CV702_RS06320	scpB	NZ_CP024954.1:1338158-1338725	212.23	103.949269	4.643902982
CV702_RS02025	nifJ	NZ_CP024954.1:405092-408764	212.351	104.0085342	4.644472955
CV702_RS07015	-	NZ_CP024954.1:1477738-1478248	212.468	104.0658403	4.645023778
CV702_RS03245	-	NZ_CP024954.1:644288-645347	212.55	104.1060035	4.645409644
CV702_RS01730	-	NZ_CP024954.1:342778-343372	212.755	104.2064115	4.646373658
CV702_RS03315	cydC	NZ_CP024954.1:665122-666844	213.441	104.5424111	4.649592837
CV702_RS08100	-	NZ_CP024954.1:1706976-1707336	213.746	104.6917987	4.651020784
CV702_RS01900	tmk	NZ_CP024954.1:379621-380257	214.102	104.8661659	4.652684926
CV702_RS05355	murT	NZ_CP024954.1:1098112-1099462	214.288	104.9572678	4.653553294
CV702_RS03310	cydD	NZ_CP024954.1:663260-665123	214.298	104.9621658	4.653599959
CV702_RS04605	-	NZ_CP024954.1:948759-949713	214.38	105.002329	4.653982531
CV702_RS08675	-	NZ_CP024954.1:1829262-1829946	214.452	105.0375942	4.654318326
CV702_RS07990	murD	NZ_CP024954.1:1688392-1689745	214.88	105.2472267	4.656312122
CV702_RS01525	-	NZ_CP024954.1:297796-298657	215.024	105.3177572	4.656982039
CV702_RS02400	dnaG	NZ_CP024954.1:467711-469655	216.325	105.9549809	4.663014296
CV702_RS10375	-	NZ_CP024954.1:2157799-2158987	216.42	106.0015115	4.663453354
CV702_RS04430	-	NZ_CP024954.1:914695-915550	216.611	106.0950624	4.664335508
CV702_RS08385	-	NZ_CP024954.1:1764639-1765380	216.955	106.263552	4.665922348
CV702_RS06190	-	NZ_CP024954.1:1307880-1309830	217.038	106.304205	4.666304843
CV702_RS06590	-	NZ_CP024954.1:1396198-1397821	218.793	107.1637959	4.674358467
CV702_RS00680	tgt	NZ_CP024954.1:134314-135463	218.827	107.1804489	4.674513853
CV702_RS08380	-	NZ_CP024954.1:1763769-1764603	219.19	107.3582447	4.676171323
CV702_RS05110	glmS	NZ_CP024954.1:1053207-1055025	219.448	107.4846119	4.677347692
CV702_RS10260	-	NZ_CP024954.1:2139075-2140368	219.798	107.6560402	4.678941332
CV702_RS00390	-	NZ_CP024954.1:74192-74945	220.313	107.9082848	4.681281652
CV702_RS00750	-	NZ_CP024954.1:149202-150543	221.075	108.2815089	4.6847344
CV702_RS01280	eno	NZ_CP024954.1:251293-252562	221.563	108.520529	4.686939363
CV702_RS03425	menH	NZ_CP024954.1:685711-686527	221.701	108.5881208	4.687562017
CV702_RS09290	-	NZ_CP024954.1:1960974-1961679	221.704	108.5895902	4.687575548
CV702_RS08555	-	NZ_CP024954.1:1805888-1807292	221.874	108.6728554	4.688342043
CV702_RS04600	-	NZ_CP024954.1:947754-948741	221.971	108.7203655	4.688779132
CV702_RS00765	-	NZ_CP024954.1:151562-152255	222.05	108.7590594	4.689134971
CV702_RS00090	-	NZ_CP024954.1:21928-23278	222.655	109.0553856	4.691855878
CV702_RS11630	mnmE	NZ_CP024954.1:2394236-2395604	223.117	109.281671	4.693928687
CV702_RS09185	-	NZ_CP024954.1:1940916-1941264	223.692	109.5633034	4.696502495
CV702_RS11750	-	NZ_CP024954.1:2415107-2415779	223.959	109.6940787	4.697695389
CV702_RS05540	-	NZ_CP024954.1:1141232-1141826	224.246	109.83465	4.698976053
CV702_RS01275	-	NZ_CP024954.1:250496-251003	224.399	109.9095887	4.699658107
CV702_RS01765	-	NZ_CP024954.1:349652-350465	224.43	109.9247723	4.699796244
CV702_RS04465	recN	NZ_CP024954.1:920929-922597	224.435	109.9272213	4.699818522
CV702_RS09475	-	NZ_CP024954.1:1997828-1998413	224.608	110.0119559	4.70058905
CV702_RS09480	glmU	NZ_CP024954.1:1998517-1999894	224.778	110.0952211	4.701345638
CV702_RS03490	-	NZ_CP024954.1:700455-701124	225.685	110.5394655	4.705372611
CV702_RS00420	-	NZ_CP024954.1:80937-81561	225.933	110.6609348	4.706470885
CV702_RS01345	-	NZ_CP024954.1:261954-264093	226.393	110.8862406	4.708504817
CV702_RS09000	-	NZ_CP024954.1:1895137-1895596	226.591	110.9832201	4.70937902
CV702_RS05075	-	NZ_CP024954.1:1046523-1046967	227.03	111.1982403	4.711314557
CV702_RS09145	-	NZ_CP024954.1:1932187-1932769	227.098	111.2315463	4.711614032
CV702_RS05570	clpX	NZ_CP024954.1:1145396-1146632	227.345	111.3525258	4.712701077
CV702_RS10855	-	NZ_CP024954.1:2242421-2243264	227.406	111.3824033	4.712969356
CV702_RS06610	-	NZ_CP024954.1:1401457-1402411	227.66	111.5068113	4.714085677
CV702_RS01230	-	NZ_CP024954.1:242150-242627	227.814	111.5822398	4.714761896
CV702_RS09965	metA	NZ_CP024954.1:2080393-2081353	228.025	111.6855866	4.715687661
CV702_RS04500	-	NZ_CP024954.1:927176-929468	228.069	111.7071376	4.715880604
CV702_RS06570	-	NZ_CP024954.1:1390684-1391623	228.307	111.8237089	4.716923604
CV702_RS02780	-	NZ_CP024954.1:541446-542343	229.328	112.32379	4.721385683
CV702_RS10115	-	NZ_CP024954.1:2106898-2107783	229.952	112.6294223	4.724102981
CV702_RS08710	-	NZ_CP024954.1:1837911-1838682	230.026	112.6656672	4.724424735
CV702_RS03435	-	NZ_CP024954.1:688252-689392	230.175	112.7386467	4.725072279
CV702_RS00565	-	NZ_CP024954.1:106120-106909	230.339	112.8189731	4.725784526
CV702_RS00950	-	NZ_CP024954.1:188535-190122	230.467	112.8816669	4.726340075
CV702_RS08705	-	NZ_CP024954.1:1836894-1837731	230.71	113.0006872	4.7273939
CV702_RS09425	rlmB	NZ_CP024954.1:1988901-1989630	230.965	113.125585	4.728498573
CV702_RS01405	-	NZ_CP024954.1:272694-273483	231.359	113.3185644	4.730203006
CV702_RS01195	-	NZ_CP024954.1:233315-234587	232.115	113.6888497	4.733465328
CV702_RS01050	yqeK	NZ_CP024954.1:208418-209009	232.178	113.7197068	4.733736708
CV702_RS08770	-	NZ_CP024954.1:1849855-1850920	232.284	113.7716251	4.73419315
CV702_RS06270	-	NZ_CP024954.1:1328799-1329405	232.769	114.0091758	4.736278935
CV702_RS08415	-	NZ_CP024954.1:1773732-1774401	233.802	114.5151344	4.740706993
CV702_RS09315	cysS	NZ_CP024954.1:1965684-1967031	233.826	114.5268895	4.740809638
CV702_RS11490	mutS	NZ_CP024954.1:2365010-2367533	234.104	114.6630526	4.74199785
CV702_RS06585	-	NZ_CP024954.1:1395447-1395891	234.21	114.7149709	4.742450538
CV702_RS06245	dltB	NZ_CP024954.1:1324277-1325501	234.406	114.8109708	4.743287044
CV702_RS01820	-	NZ_CP024954.1:362590-363025	234.702	114.9559503	4.744549014
CV702_RS05290	-	NZ_CP024954.1:1083961-1084708	234.883	115.0446032	4.745319907
CV702_RS01220	-	NZ_CP024954.1:240093-240747	234.936	115.0705624	4.745545526
CV702_RS08905	-	NZ_CP024954.1:1876888-1877665	234.985	115.0945623	4.745754072
CV702_RS00085	-	NZ_CP024954.1:21467-21791	235.072	115.1371745	4.74612424
CV702_RS00015	rexB	NZ_CP024954.1:3129-6429	235.811	115.4991333	4.749263026
CV702_RS01475	-	NZ_CP024954.1:287504-289244	236.513	115.8429696	4.752235564
CV702_RS05610	-	NZ_CP024954.1:1152565-1153852	237.034	116.098153	4.75443598
CV702_RS05530	-	NZ_CP024954.1:1139095-1139713	237.188	116.1735815	4.755085465
CV702_RS08805	aroC	NZ_CP024954.1:1857145-1858312	237.4	116.2774181	4.755978872
CV702_RS00690	-	NZ_CP024954.1:136408-137590	237.873	116.5090913	4.757969307
CV702_RS06670	-	NZ_CP024954.1:1413094-1414054	238.081	116.6109688	4.758843341
CV702_RS10945	rlmH	NZ_CP024954.1:2260848-2261328	238.297	116.7167646	4.759750184
CV702_RS03935	mnmA	NZ_CP024954.1:795759-796890	238.401	116.7677033	4.760186519
CV702_RS02295	murA	NZ_CP024954.1:457934-459215	238.789	116.9577439	4.761812706
CV702_RS11470	ruvB	NZ_CP024954.1:2360267-2361269	239.17	117.1443559	4.763406986
CV702_RS02890	-	NZ_CP024954.1:565012-566230	239.281	117.1987232	4.763870983
CV702_RS03395	-	NZ_CP024954.1:680553-681078	239.495	117.3035394	4.764764929
CV702_RS11485	-	NZ_CP024954.1:2364200-2364896	240.381	117.7374981	4.768457554
CV702_RS01205	-	NZ_CP024954.1:235703-236117	240.436	117.7644368	4.768686331
CV702_RS08235	-	NZ_CP024954.1:1732919-1733375	240.441	117.7668858	4.768707127
CV702_RS04435	xseA	NZ_CP024954.1:915716-916970	240.641	117.8648449	4.769538586
CV702_RS03260	nusB	NZ_CP024954.1:646576-647548	241.133	118.1058242	4.771581038
CV702_RS08940	-	NZ_CP024954.1:1884481-1885660	241.845	118.4545585	4.774529414
CV702_RS10000	rpe	NZ_CP024954.1:2087309-2087972	242.963	119.0021497	4.779141558
CV702_RS03865	-	NZ_CP024954.1:777833-778589	243.222	119.1290067	4.780206996
CV702_RS05350	gatD	NZ_CP024954.1:1097326-1098112	243.741	119.3832105	4.782338576
CV702_RS05845	-	NZ_CP024954.1:1227929-1229747	243.855	119.4390472	4.782806176
CV702_RS09860	-	NZ_CP024954.1:2057850-2058603	243.919	119.4703941	4.783068592
CV702_RS02470	fabI	NZ_CP024954.1:484880-485633	243.971	119.4958634	4.783281755
CV702_RS03860	leuS	NZ_CP024954.1:775078-777568	244.065	119.5419042	4.783666973
CV702_RS03610	-	NZ_CP024954.1:725430-725736	244.616	119.8117814	4.785922023
CV702_RS04490	rsmH	NZ_CP024954.1:925688-926642	244.992	119.9959445	4.787457946
CV702_RS02675	-	NZ_CP024954.1:521419-522178	245.417	120.2041075	4.789191194
CV702_RS11070	-	NZ_CP024954.1:2292131-2293160	245.55	120.2692503	4.789732982
CV702_RS07130	deoC	NZ_CP024954.1:1493669-1494332	245.562	120.2751278	4.789781851
CV702_RS05070	-	NZ_CP024954.1:1045469-1046375	246.389	120.6801886	4.793143977
CV702_RS10190	-	NZ_CP024954.1:2122538-2122907	246.407	120.6890049	4.79321703
CV702_RS02905	-	NZ_CP024954.1:568081-571495	247.094	121.0254943	4.79600122
CV702_RS01005	-	NZ_CP024954.1:198805-200242	247.24	121.0970045	4.796591914
CV702_RS08180	-	NZ_CP024954.1:1719761-1721234	247.382	121.1665554	4.79716609
CV702_RS04735	-	NZ_CP024954.1:977987-978724	247.637	121.2914532	4.798196354
CV702_RS04810	-	NZ_CP024954.1:990930-991683	248.148	121.5417386	4.800257732
CV702_RS11125	-	NZ_CP024954.1:2302684-2305339	249.124	122.0197789	4.804183154
CV702_RS12145	-	NZ_CP024954.1:1476353-1477046	250.264	122.5781456	4.80874875
CV702_RS00620	-	NZ_CP024954.1:123061-123826	250.414	122.6516149	4.809347938
CV702_RS09320	-	NZ_CP024954.1:1967043-1967637	250.62	122.7525128	4.810170237
CV702_RS11520	-	NZ_CP024954.1:2370090-2370942	250.763	122.8225535	4.810740659
CV702_RS04895	-	NZ_CP024954.1:1007154-1008918	250.95	122.9141452	4.811486105
CV702_RS07920	queA	NZ_CP024954.1:1671959-1672997	250.994	122.9356962	4.811661424
CV702_RS10630	-	NZ_CP024954.1:2215246-2215933	251.079	122.9773288	4.81200002
CV702_RS00815	-	NZ_CP024954.1:161452-162208	251.155	123.0145533	4.812302668
CV702_RS08810	-	NZ_CP024954.1:1858313-1858775	251.308	123.089492	4.812911668
CV702_RS05205	-	NZ_CP024954.1:1070159-1071521	252.076	123.4656548	4.815963019
CV702_RS09210	-	NZ_CP024954.1:1944209-1945391	252.356	123.6027975	4.817073178
CV702_RS05640	-	NZ_CP024954.1:1159266-1160067	252.505	123.675777	4.81766344
CV702_RS00695	-	NZ_CP024954.1:137770-138208	253.018	123.927042	4.819693022
CV702_RS07100	-	NZ_CP024954.1:1488279-1488990	253.393	124.1107153	4.821174033
CV702_RS04720	-	NZ_CP024954.1:974723-975371	253.604	124.2140621	4.822006385
CV702_RS00250	trpS	NZ_CP024954.1:49006-50032	253.773	124.2968375	4.822672556
CV702_RS11295	-	NZ_CP024954.1:2337879-2338752	254.568	124.6862248	4.82580038
CV702_RS05520	-	NZ_CP024954.1:1137441-1138170	254.595	124.6994493	4.825906437
CV702_RS03855	-	NZ_CP024954.1:774336-775008	254.657	124.7298166	4.826149931
CV702_RS10980	polA	NZ_CP024954.1:2268137-2270771	254.829	124.8140614	4.826825121
CV702_RS03410	menC	NZ_CP024954.1:681891-683004	254.972	124.8841022	4.827386125
CV702_RS06765	carB	NZ_CP024954.1:1432274-1435469	255.112	124.9526735	4.827935054
CV702_RS00655	-	NZ_CP024954.1:129747-131172	255.194	124.9928367	4.82825643
CV702_RS01635	-	NZ_CP024954.1:319061-320111	255.237	125.0138979	4.828424915
CV702_RS00005	dnaA	NZ_CP024954.1:357-1725	256.019	125.3969179	4.83148405
CV702_RS05510	-	NZ_CP024954.1:1135997-1136798	256.247	125.5085913	4.832374212
CV702_RS10725	-	NZ_CP024954.1:2226946-2227537	256.475	125.6202646	4.833263583
CV702_RS09180	-	NZ_CP024954.1:1940284-1940920	256.517	125.640836	4.833427329
CV702_RS04940	-	NZ_CP024954.1:1018394-1018952	256.592	125.6775707	4.833719664
CV702_RS02010	ligA	NZ_CP024954.1:400286-402251	257.042	125.8979786	4.835471885
CV702_RS03300	-	NZ_CP024954.1:660483-661959	258.45	126.5876104	4.840934641
CV702_RS02870	-	NZ_CP024954.1:558962-560486	259.096	126.9040182	4.843431039
CV702_RS07685	-	NZ_CP024954.1:1622144-1624016	259.934	127.3144667	4.846660142
CV702_RS05575	yihA	NZ_CP024954.1:1146628-1147216	261.113	127.8919355	4.851185653
CV702_RS09715	-	NZ_CP024954.1:2037793-2038075	262.495	128.5688327	4.856464424
CV702_RS06650	-	NZ_CP024954.1:1410089-1411115	263.009	128.8205875	4.858420642
CV702_RS07725	dapB	NZ_CP024954.1:1630586-1631369	263.276	128.9513628	4.859435301
CV702_RS01130	dhaQ	NZ_CP024954.1:221181-222168	263.301	128.9636077	4.859530254
CV702_RS06155	-	NZ_CP024954.1:1299185-1299467	263.304	128.9650771	4.859541648
CV702_RS05300	glyS	NZ_CP024954.1:1085946-1087968	263.419	129.0214036	4.85997831
CV702_RS11585	rpiA	NZ_CP024954.1:2383437-2384112	263.794	129.2050768	4.861400885
CV702_RS03665	fabZ	NZ_CP024954.1:736460-736895	264.247	129.4269541	4.863116661
CV702_RS05560	-	NZ_CP024954.1:1144647-1145154	264.549	129.5748723	4.864258879
CV702_RS08645	-	NZ_CP024954.1:1821764-1822616	264.813	129.7041783	4.865256306
CV702_RS01020	guaB	NZ_CP024954.1:202686-204168	265.581	130.0803411	4.868152268
CV702_RS00235	-	NZ_CP024954.1:46112-47114	266.735	130.645565	4.872488046
CV702_RS11290	-	NZ_CP024954.1:2337187-2337808	267.168	130.8576464	4.874110063
CV702_RS09310	-	NZ_CP024954.1:1965290-1965692	267.387	130.9649116	4.874929437
CV702_RS06295	-	NZ_CP024954.1:1331826-1332585	267.397	130.9698095	4.874966835
CV702_RS10020	-	NZ_CP024954.1:2089499-2090564	267.798	131.1662174	4.876465354
CV702_RS10350	-	NZ_CP024954.1:2154189-2155047	267.846	131.1897276	4.876644578
CV702_RS04660	-	NZ_CP024954.1:960880-961687	267.947	131.239197	4.877021589
CV702_RS04985	ftsX	NZ_CP024954.1:1026924-1027860	268.178	131.3523397	4.877883329
CV702_RS10360	frr	NZ_CP024954.1:2155643-2156201	269.279	131.8916044	4.881980406
CV702_RS00640	-	NZ_CP024954.1:126806-127694	271.434	132.9471134	4.889951405
CV702_RS11995	-	NZ_CP024954.1:2008006-2008459	271.662	133.0587867	4.890791036
CV702_RS06330	xerD	NZ_CP024954.1:1339475-1340192	271.799	133.1258887	4.891295212
CV702_RS02485	-	NZ_CP024954.1:487995-488586	271.875	133.1631131	4.891574791
CV702_RS12230	-	NZ_CP024954.1:2406489-2406783	272.133	133.2894803	4.892523307
CV702_RS04585	-	NZ_CP024954.1:945185-945965	272.354	133.3977251	4.89333508
CV702_RS07670	msrA	NZ_CP024954.1:1620394-1620946	272.579	133.5079291	4.89416087
CV702_RS02740	-	NZ_CP024954.1:531857-532421	273.718	134.065806	4.898330769
CV702_RS02735	-	NZ_CP024954.1:531408-531828	274.067	134.2367445	4.899604991
CV702_RS05965	hisA	NZ_CP024954.1:1261455-1262175	274.445	134.4218872	4.900983266
CV702_RS05535	guaC	NZ_CP024954.1:1139971-1140961	274.914	134.6516012	4.902690711
CV702_RS06755	-	NZ_CP024954.1:1430488-1431274	274.955	134.6716828	4.902839837
CV702_RS05085	-	NZ_CP024954.1:1048731-1049688	275.131	134.7578868	4.903479737
CV702_RS00070	-	NZ_CP024954.1:20206-20677	275.229	134.8058868	4.903835868
CV702_RS10760	rplP	NZ_CP024954.1:2229773-2230187	275.713	135.0429477	4.905592859
CV702_RS01045	-	NZ_CP024954.1:207826-208426	276.166	135.264825	4.907234524
CV702_RS11640	recG	NZ_CP024954.1:2396455-2398402	276.296	135.3284984	4.907705144
CV702_RS04840	-	NZ_CP024954.1:996812-997871	276.823	135.5866206	4.909610702
CV702_RS00925	-	NZ_CP024954.1:181239-182178	277.116	135.7301306	4.91066858
CV702_RS11955	-	NZ_CP024954.1:1414782-1415247	277.264	135.8026203	4.91120251
CV702_RS09105	yjeM	NZ_CP024954.1:1922911-1924438	279.152	136.7273539	4.917988826
CV702_RS12325	-	NZ_CP024954.1:2047321-2047842	279.21	136.7557621	4.918196576
CV702_RS00425	-	NZ_CP024954.1:81699-83109	279.277	136.7885784	4.91843651
CV702_RS11275	-	NZ_CP024954.1:2333905-2335090	280.247	137.2636799	4.921903747
CV702_RS09355	-	NZ_CP024954.1:1975209-1976337	281.122	137.6922508	4.925021128
CV702_RS09820	-	NZ_CP024954.1:2048287-2050627	282.242	138.2408216	4.928997248
CV702_RS01960	-	NZ_CP024954.1:391555-392896	282.257	138.2481685	4.929050393
CV702_RS03710	-	NZ_CP024954.1:743713-744022	282.32	138.2790256	4.929273569
CV702_RS01380	rimI	NZ_CP024954.1:269984-270554	283.252	138.7355149	4.93256935
CV702_RS00830	-	NZ_CP024954.1:164506-165487	283.286	138.752168	4.932689377
CV702_RS01795	-	NZ_CP024954.1:356651-357473	283.479	138.8466985	4.933370436
CV702_RS08000	-	NZ_CP024954.1:1690708-1691950	284.267	139.2326572	4.936146327
CV702_RS09140	-	NZ_CP024954.1:1931666-1932110	285.566	139.8689014	4.940705565
CV702_RS09895	-	NZ_CP024954.1:2066767-2066968	286.257	140.20735	4.943122398
CV702_RS07700	-	NZ_CP024954.1:1625215-1626292	286.625	140.3875947	4.944407131
CV702_RS06750	-	NZ_CP024954.1:1429352-1430492	287.003	140.5727373	4.945725058
CV702_RS09150	uvrA	NZ_CP024954.1:1933099-1935922	287.331	140.7333902	4.946867251
CV702_RS08310	-	NZ_CP024954.1:1750945-1751629	288.845	141.4749404	4.952122601
CV702_RS05970	hisF	NZ_CP024954.1:1262164-1262944	289.837	141.9608174	4.955551085
CV702_RS03810	-	NZ_CP024954.1:763899-766068	289.944	142.0132255	4.95592019
CV702_RS10195	-	NZ_CP024954.1:2122984-2123362	290.544	142.3071027	4.957987417
CV702_RS00785	-	NZ_CP024954.1:155753-157238	290.699	142.383021	4.958520757
CV702_RS02770	miaA	NZ_CP024954.1:539640-540525	290.811	142.437878	4.958905961
CV702_RS05005	-	NZ_CP024954.1:1032014-1032233	290.843	142.4535515	4.959015992
CV702_RS10720	rpsH	NZ_CP024954.1:2226332-2226731	291.225	142.6406533	4.960328554
CV702_RS08665	alaS	NZ_CP024954.1:1825297-1827916	291.432	142.7420409	4.961039092
CV702_RS08140	-	NZ_CP024954.1:1711947-1712880	291.918	142.9800815	4.96270533
CV702_RS02815	-	NZ_CP024954.1:547469-547982	292.959	143.4899585	4.966265057
CV702_RS09950	-	NZ_CP024954.1:2076664-2077804	293.271	143.6427746	4.967329486
CV702_RS02015	-	NZ_CP024954.1:402403-403432	294.328	144.1604883	4.970927181
CV702_RS09980	-	NZ_CP024954.1:2083115-2083985	294.476	144.232978	4.971429895
CV702_RS00200	-	NZ_CP024954.1:38325-39501	294.87	144.4259574	4.972766971
CV702_RS03460	-	NZ_CP024954.1:693982-695371	294.878	144.4298758	4.972794101
CV702_RS11425	-	NZ_CP024954.1:2352891-2353581	295.319	144.6458755	4.974288517
CV702_RS00700	-	NZ_CP024954.1:138342-139134	295.865	144.9133038	4.976135659
CV702_RS10125	-	NZ_CP024954.1:2108907-2109837	296.105	145.0308547	4.976946511
CV702_RS05175	-	NZ_CP024954.1:1065970-1066639	296.348	145.1498749	4.977766829
CV702_RS00935	-	NZ_CP024954.1:182990-184181	297.876	145.8982822	4.982909682
CV702_RS07160	-	NZ_CP024954.1:1498122-1499067	298.458	146.1833431	4.984861609
CV702_RS03645	fabD	NZ_CP024954.1:732846-733773	299.146	146.5203223	4.987164138
CV702_RS02270	recU	NZ_CP024954.1:454930-455572	299.307	146.5991794	4.987702192
CV702_RS01710	-	NZ_CP024954.1:339758-341138	300.685	147.2741174	4.992295595
CV702_RS01290	-	NZ_CP024954.1:252859-253693	301.121	147.4876682	4.993744567
CV702_RS00075	-	NZ_CP024954.1:20795-21065	301.37	147.6096272	4.994571135
CV702_RS01835	tyrS	NZ_CP024954.1:365786-367046	301.642	147.7428516	4.995473273
CV702_RS04455	-	NZ_CP024954.1:919532-920339	302.677	148.2497898	4.99889862
CV702_RS01855	-	NZ_CP024954.1:371149-371467	305.37	149.5688087	5.007756546
CV702_RS05080	-	NZ_CP024954.1:1047106-1048729	305.832	149.7950941	5.009268321
CV702_RS10805	mscL	NZ_CP024954.1:2234711-2235080	306.857	150.2971344	5.01261423
CV702_RS03470	-	NZ_CP024954.1:695864-697376	307.004	150.3691343	5.013093166
CV702_RS03835	-	NZ_CP024954.1:770302-771112	307.096	150.4141954	5.013392792
CV702_RS09800	fmt	NZ_CP024954.1:2045935-2046895	307.711	150.7154196	5.01539342
CV702_RS00860	msrB	NZ_CP024954.1:171278-171707	308.241	150.9750111	5.017114334
CV702_RS10250	-	NZ_CP024954.1:2136774-2137914	309.061	151.3766433	5.019771058
CV702_RS00985	-	NZ_CP024954.1:195066-196059	309.44	151.5622758	5.020996602
CV702_RS05625	murB	NZ_CP024954.1:1155642-1156542	310.332	151.9991732	5.023875082
CV702_RS06250	dltA	NZ_CP024954.1:1325500-1327000	310.492	152.0775405	5.024390526
CV702_RS00795	-	NZ_CP024954.1:157565-157760	310.551	152.1064384	5.024580528
CV702_RS05755	-	NZ_CP024954.1:1183211-1200347	310.809	152.2328056	5.025410965
CV702_RS06760	-	NZ_CP024954.1:1431303-1431840	311.394	152.5193359	5.027291381
CV702_RS05325	-	NZ_CP024954.1:1090892-1092365	311.588	152.6143562	5.027914192
CV702_RS09465	-	NZ_CP024954.1:1996845-1997526	311.636	152.6378664	5.028068229
CV702_RS08715	-	NZ_CP024954.1:1838691-1840164	312.109	152.8695396	5.029584875
CV702_RS04555	pnuC	NZ_CP024954.1:938862-939594	312.142	152.8857028	5.029690602
CV702_RS10160	pgsA	NZ_CP024954.1:2116483-2117056	313.281	153.4435797	5.033332941
CV702_RS06465	-	NZ_CP024954.1:1370795-1371602	315.272	154.4187623	5.039668148
CV702_RS10435	-	NZ_CP024954.1:2169924-2170311	315.55	154.5549254	5.040549537
CV702_RS09200	asnS	NZ_CP024954.1:1942510-1943854	315.617	154.5877417	5.040761843
CV702_RS03340	-	NZ_CP024954.1:671102-671714	316.611	155.0745983	5.04390628
CV702_RS08565	-	NZ_CP024954.1:1808114-1808633	316.677	155.1069248	5.044114716
CV702_RS07075	-	NZ_CP024954.1:1484511-1484865	317.674	155.5952507	5.047258089
CV702_RS08195	-	NZ_CP024954.1:1721912-1722620	318.408	155.9547605	5.049565969
CV702_RS04805	-	NZ_CP024954.1:990031-990919	318.542	156.0203931	5.049986724
CV702_RS05960	hisH	NZ_CP024954.1:1260846-1261455	319.183	156.3343519	5.051996995
CV702_RS06090	-	NZ_CP024954.1:1288337-1288685	319.507	156.4930456	5.053011572
CV702_RS07190	-	NZ_CP024954.1:1502837-1504559	319.84	156.6561475	5.05405326
CV702_RS07985	murG	NZ_CP024954.1:1687109-1688183	319.964	156.7168821	5.054440879
CV702_RS03745	metG	NZ_CP024954.1:749048-751046	320.538	156.9980247	5.056233223
CV702_RS00290	-	NZ_CP024954.1:57719-59000	320.677	157.0661062	5.056666775
CV702_RS02125	-	NZ_CP024954.1:425719-426856	320.783	157.1180245	5.056997271
CV702_RS07730	-	NZ_CP024954.1:1631469-1632314	321.191	157.317861	5.058268351
CV702_RS04800	-	NZ_CP024954.1:988918-989764	321.464	157.4515752	5.059117952
CV702_RS08670	-	NZ_CP024954.1:1828182-1829109	321.487	157.4628405	5.059189497
CV702_RS00995	-	NZ_CP024954.1:197006-197963	322.389	157.9046359	5.06199128
CV702_RS07105	-	NZ_CP024954.1:1488979-1490533	322.908	158.1588397	5.063599842
CV702_RS08240	-	NZ_CP024954.1:1733385-1734462	324.04	158.713288	5.067099354
CV702_RS02280	spx	NZ_CP024954.1:456336-456723	324.189	158.7862675	5.067559068
CV702_RS02130	-	NZ_CP024954.1:427091-428699	324.786	159.0786753	5.069398893
CV702_RS00945	-	NZ_CP024954.1:185542-188539	326.486	159.9113274	5.074619458
CV702_RS05365	lepA	NZ_CP024954.1:1100523-1102347	326.948	160.1376129	5.076033526
CV702_RS09230	-	NZ_CP024954.1:1949061-1950354	327.246	160.2835719	5.076944571
CV702_RS03675	accC	NZ_CP024954.1:737288-738656	327.868	160.5882246	5.078843478
CV702_RS07675	-	NZ_CP024954.1:1620955-1621930	327.926	160.6166328	5.079020363
CV702_RS06485	-	NZ_CP024954.1:1373967-1375614	329.727	161.4987542	5.084497429
CV702_RS10910	-	NZ_CP024954.1:2253223-2254555	329.801	161.5349991	5.084721832
CV702_RS11110	-	NZ_CP024954.1:2300529-2301036	330.176	161.7186723	5.085858235
CV702_RS05475	-	NZ_CP024954.1:1129048-1129900	331.007	162.1256923	5.088371913
CV702_RS02775	-	NZ_CP024954.1:540607-541276	331.278	162.2584268	5.089190291
CV702_RS08845	-	NZ_CP024954.1:1864244-1866389	331.879	162.5527938	5.091002834
CV702_RS08690	-	NZ_CP024954.1:1832879-1833965	332.136	162.6786712	5.091776913
CV702_RS10025	pheT	NZ_CP024954.1:2090790-2093184	334.259	163.7185068	5.098148531
CV702_RS10915	-	NZ_CP024954.1:2254570-2256421	334.354	163.7650373	5.098432701
CV702_RS04860	-	NZ_CP024954.1:1000808-1001288	335.044	164.1029961	5.100494256
CV702_RS07145	-	NZ_CP024954.1:1495857-1496460	338.107	165.6032393	5.109594803
CV702_RS10485	argF	NZ_CP024954.1:2180092-2181157	338.314	165.7046269	5.110206848
CV702_RS01850	-	NZ_CP024954.1:370823-371108	339.274	166.1748305	5.11304043
CV702_RS03755	-	NZ_CP024954.1:751507-752239	339.561	166.3154018	5.113885996
CV702_RS08815	-	NZ_CP024954.1:1858774-1859371	340.879	166.960952	5.117759965
